volcano_number,volcano_name,eruption_number,vei,start_year,end_year,latitude,longitude,decade,country,region,subregion,elevation,tectonic_settings,volcano_type
263180,Slamet,20933,2.0,2014-01-01,2014.0,-7.242,109.208,2010.0,Indonesia,Indonesia,Java,3428.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263280,Kelut,20934,4.0,2014-01-01,2014.0,-7.93,112.308,2010.0,Indonesia,Indonesia,Java,1731.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344020,San Cristobal,20941,1.0,2014-01-01,2014.0,12.702,-87.004,2010.0,Nicaragua,México and Central America,Nicaragua,1745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261140,Marapi,20931,1.0,2014-01-01,2014.0,-0.38,100.474,2010.0,Indonesia,Indonesia,Sumatra,2885.0,Subduction zone / Continental crust (>25 km),Complex Volcano
311360,Shishaldin,20937,1.0,2014-01-01,2015.0,54.756,-163.97,2010.0,United States,Alaska,Aleutian Islands,2857.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282110,Asosan,20935,1.0,2014-01-01,2014.0,32.884,131.104,2010.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1592.0,Subduction zone / Continental crust (>25 km),Caldera
263340,Raung,21069,1.0,2014-01-01,2014.0,-8.119,114.056,2010.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263250,Merapi,20842,2.0,2013-01-01,2013.0,-7.54,110.446,2010.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263090,Tangkuban Parahu,20987,1.0,2013-01-01,2013.0,-6.77,107.6,2010.0,Indonesia,Indonesia,Java,2084.0,Subduction zone / Continental crust (>25 km),Stratovolcano
221020,Zubair Group,21068,2.0,2013-01-01,2013.0,15.05,42.18,2010.0,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,191.0,Rift zone / Oceanic crust (< 15 km),Shield Volcano
344040,Telica,22195,1.0,2013-01-01,2013.0,12.606,-86.84,2010.0,Nicaragua,México and Central America,Nicaragua,1036.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261080,Sinabung,20818,4.0,2013-01-01,2018.0,3.17,98.392,2010.0,Indonesia,Indonesia,Sumatra,2460.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,20841,2.0,2013-01-01,2020.0,37.748,14.999,2010.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
264250,Iliwerung,20912,0.0,2013-01-01,2013.0,-8.53,123.57,2010.0,Indonesia,Indonesia,Lesser Sunda Islands,1018.0,Subduction zone / Crustal thickness unknown,Complex Volcano
300260,Klyuchevskoy,20786,1.0,2013-01-01,2013.0,56.056,160.642,2010.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357120,Villarrica,20838,1.0,2013-01-01,2013.0,-39.42,-71.93,2010.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284090,Izu-Torishima,20828,2.0,2013-01-01,2013.0,30.484,140.303,2010.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",394.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
344020,San Cristobal,20817,1.0,2013-01-01,2013.0,12.702,-87.004,2010.0,Nicaragua,México and Central America,Nicaragua,1745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282060,Kikai,20781,1.0,2013-01-01,2013.0,30.793,130.305,2010.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,704.0,Subduction zone / Oceanic crust (< 15 km),Caldera
263300,Semeru,22220,1.0,2013-01-01,2013.0,-8.108,112.922,2010.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261170,Kerinci,22216,2.0,2013-01-01,2013.0,-1.697,101.264,2010.0,Indonesia,Indonesia,Sumatra,3800.0,Subduction zone / Continental crust (>25 km),Stratovolcano
345070,Turrialba,20831,2.0,2013-01-01,2013.0,10.025,-83.767,2010.0,Costa Rica,México and Central America,Costa Rica,3340.0,Subduction zone / Continental crust (>25 km),Stratovolcano
312030,Pavlof,20807,3.0,2013-01-01,2013.0,55.417,-161.894,2010.0,United States,Alaska,Alaska Peninsula,2493.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344100,Masaya,22291,0.0,2013-01-01,2013.0,11.985,-86.165,2010.0,Nicaragua,México and Central America,Nicaragua,594.0,Subduction zone / Continental crust (>25 km),Caldera
355100,Lascar,20789,1.0,2013-01-01,2013.0,-23.37,-67.73,2010.0,Chile,South America,"Northern Chile, Bolivia and Argentina",5592.0,Subduction zone / Continental crust (>25 km),Stratovolcano
342110,Pacaya,20802,2.0,2013-01-01,2014.0,14.382,-90.601,2010.0,Guatemala,México and Central America,Guatemala,2569.0,Subduction zone / Continental crust (>25 km),Complex Volcano
263090,Tangkuban Parahu,20822,2.0,2013-01-01,2013.0,-6.77,107.6,2010.0,Indonesia,Indonesia,Java,2084.0,Subduction zone / Continental crust (>25 km),Stratovolcano
290070,Etorofu-Yakeyama [Grozny Group],20762,2.0,2013-01-01,2013.0,45.012,147.871,2010.0,Japan - administered by Russia,Kuril Islands,Kuril Islands,1158.0,Subduction zone / Intermediate crust (15-25 km),Complex Volcano
251030,Karkar,20779,3.0,2013-01-01,2013.0,-4.649,145.964,2010.0,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,1839.0,Subduction zone / Continental crust (>25 km),Stratovolcano
352090,Sangay,22235,2.0,2013-01-01,2013.0,-2.005,-78.341,2010.0,Ecuador,South America,Ecuador,5286.0,Subduction zone / Continental crust (>25 km),Stratovolcano
268040,Gamkonora,20915,1.0,2013-01-01,2013.0,1.38,127.53,2010.0,Indonesia,Indonesia,Halmahera,1635.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
252140,Rabaul,20811,2.0,2013-01-01,2014.0,-4.271,152.203,2010.0,Papua New Guinea,Melanesia and Australia,New Britain,688.0,Subduction zone / Continental crust (>25 km),Other
341040,Colima,20759,2.0,2013-01-01,2017.0,19.514,-103.62,2010.0,Mexico,México and Central America,Mexico,3850.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344020,San Cristobal,20816,2.0,2012-01-01,2012.0,12.702,-87.004,2010.0,Nicaragua,México and Central America,Nicaragua,1745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357090,Copahue,20760,2.0,2012-01-01,2013.0,-37.856,-71.183,2010.0,Chile-Argentina,South America,Central Chile and Argentina,2953.0,Subduction zone / Continental crust (>25 km),Stratovolcano
252010,Langila,20788,1.0,2012-01-01,2012.0,-5.525,148.42,2010.0,Papua New Guinea,Melanesia and Australia,New Britain,1330.0,Subduction zone / Continental crust (>25 km),Complex Volcano
300240,Tolbachik,20825,4.0,2012-01-01,2013.0,55.832,160.326,2010.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,3611.0,Subduction zone / Continental crust (>25 km),Shield Volcano
241080,Tongariro,20827,2.0,2012-01-01,2012.0,-39.157,175.632,2010.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357120,Villarrica,20837,1.0,2012-01-01,2012.0,-39.42,-71.93,2010.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
290150,Chirpoi,20756,0.0,2012-01-01,2016.0,46.532,150.871,2010.0,Russia,Kuril Islands,Kuril Islands,742.0,Subduction zone / Oceanic crust (< 15 km),Caldera
284170,Pagan,20804,2.0,2012-01-01,2012.0,18.13,145.8,2010.0,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",570.0,Subduction zone / Crustal thickness unknown,Stratovolcano
345020,Rincon de la Vieja,22161,1.0,2012-01-01,2012.0,10.83,-85.324,2010.0,Costa Rica,México and Central America,Costa Rica,1916.0,Subduction zone / Continental crust (>25 km),Complex Volcano
264150,Paluweh,20806,2.0,2012-01-01,2013.0,-8.32,121.708,2010.0,Indonesia,Indonesia,Lesser Sunda Islands,875.0,Subduction zone / Crustal thickness unknown,Stratovolcano
290390,Alaid,20750,2.0,2012-01-01,2012.0,50.861,155.565,2010.0,Russia,Kuril Islands,Kuril Islands,2285.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261140,Marapi,20797,1.0,2012-01-01,2012.0,-0.38,100.474,2010.0,Indonesia,Indonesia,Sumatra,2885.0,Subduction zone / Continental crust (>25 km),Complex Volcano
268060,Gamalama,20766,1.0,2012-01-01,2012.0,0.8,127.33,2010.0,Indonesia,Indonesia,Halmahera,1715.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
266100,Lokon-Empung,20794,2.0,2012-01-01,2013.0,1.358,124.792,2010.0,Indonesia,Indonesia,Sulawesi,1580.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344020,San Cristobal,20815,2.0,2012-01-01,2012.0,12.702,-87.004,2010.0,Nicaragua,México and Central America,Nicaragua,1745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
234010,Heard,20768,0.0,2012-01-01,2020.0,-53.106,73.513,2010.0,Australia,Middle East and Indian Ocean,Indian Ocean (southern),2745.0,Intraplate / Oceanic crust (< 15 km),Stratovolcano
300260,Klyuchevskoy,20785,1.0,2012-01-01,2013.0,56.056,160.642,2010.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
266030,Soputan,20821,3.0,2012-01-01,2012.0,1.112,124.737,2010.0,Indonesia,Indonesia,Sulawesi,1785.0,Subduction zone / Continental crust (>25 km),Stratovolcano
290070,Etorofu-Yakeyama [Grozny Group],20761,2.0,2012-01-01,2012.0,45.012,147.871,2010.0,Japan - administered by Russia,Kuril Islands,Kuril Islands,1158.0,Subduction zone / Intermediate crust (15-25 km),Complex Volcano
241040,Whakaari/White Island,20839,2.0,2012-01-01,2013.0,-37.52,177.18,2010.0,New Zealand,New Zealand to Fiji,New Zealand,294.0,Subduction zone / Continental crust (>25 km),Stratovolcano
241080,Tongariro,20826,2.0,2012-01-01,2012.0,-39.157,175.632,2010.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
351080,Galeras,20764,2.0,2012-01-01,2014.0,1.22,-77.37,2010.0,Colombia,South America,Colombia,4276.0,Subduction zone / Continental crust (>25 km),Complex Volcano
264270,Sirung,20819,2.0,2012-01-01,2012.0,-8.508,124.13,2010.0,Indonesia,Indonesia,Lesser Sunda Islands,862.0,Subduction zone / Crustal thickness unknown,Complex Volcano
252080,Witori,20805,2.0,2012-01-01,2012.0,-5.576,150.516,2010.0,Papua New Guinea,Melanesia and Australia,New Britain,724.0,Subduction zone / Continental crust (>25 km),Caldera
344100,Masaya,22143,1.0,2012-01-01,2012.0,11.985,-86.165,2010.0,Nicaragua,México and Central America,Nicaragua,594.0,Subduction zone / Continental crust (>25 km),Caldera
261140,Marapi,20796,1.0,2012-01-01,2012.0,-0.38,100.474,2010.0,Indonesia,Indonesia,Sumatra,2885.0,Subduction zone / Continental crust (>25 km),Complex Volcano
351020,"Ruiz, Nevado del",20814,3.0,2012-01-01,2013.0,4.892,-75.324,2010.0,Colombia,South America,Colombia,5279.0,Subduction zone / Continental crust (>25 km),Stratovolcano
345020,Rincon de la Vieja,20813,1.0,2012-01-01,2012.0,10.83,-85.324,2010.0,Costa Rica,México and Central America,Costa Rica,1916.0,Subduction zone / Continental crust (>25 km),Complex Volcano
311110,Kanaga,20774,2.0,2012-01-01,2012.0,51.923,-177.168,2010.0,United States,Alaska,Aleutian Islands,1307.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
284120,Ioto,20772,1.0,2012-01-01,2012.0,24.751,141.289,2010.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",169.0,Subduction zone / Crustal thickness unknown,Caldera
251030,Karkar,20778,3.0,2012-01-01,2012.0,-4.649,145.964,2010.0,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,1839.0,Subduction zone / Continental crust (>25 km),Stratovolcano
345070,Turrialba,20830,2.0,2012-01-01,2012.0,10.025,-83.767,2010.0,Costa Rica,México and Central America,Costa Rica,3340.0,Subduction zone / Continental crust (>25 km),Stratovolcano
221020,Zubair Group,20840,2.0,2011-01-01,2012.0,15.05,42.18,2010.0,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,191.0,Rift zone / Oceanic crust (< 15 km),Shield Volcano
261170,Kerinci,22217,1.0,2011-01-01,2011.0,-1.697,101.264,2010.0,Indonesia,Indonesia,Sumatra,3800.0,Subduction zone / Continental crust (>25 km),Stratovolcano
268060,Gamalama,20765,2.0,2011-01-01,2011.0,0.8,127.33,2010.0,Indonesia,Indonesia,Halmahera,1715.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
223020,Nyamuragira,20801,2.0,2011-01-01,2012.0,-1.408,29.2,2010.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
358057,"Hudson, Cerro",20770,2.0,2011-01-01,2011.0,-45.9,-72.97,2010.0,Chile,South America,Southern Chile and Argentina,1905.0,Subduction zone / Continental crust (>25 km),Stratovolcano
383020,Hierro,20769,2.0,2011-01-01,2012.0,27.73,-18.03,2010.0,Spain,Atlantic Ocean,Canary Islands,1500.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
257020,Gaua,20938,1.0,2011-01-01,2011.0,-14.27,167.5,2010.0,Vanuatu,Melanesia and Australia,Vanuatu,797.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
345020,Rincon de la Vieja,20812,1.0,2011-01-01,2011.0,10.83,-85.324,2010.0,Costa Rica,México and Central America,Costa Rica,1916.0,Subduction zone / Continental crust (>25 km),Complex Volcano
344020,San Cristobal,10898,1.0,2011-01-01,2011.0,12.702,-87.004,2010.0,Nicaragua,México and Central America,Nicaragua,1745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261140,Marapi,20795,2.0,2011-01-01,2011.0,-0.38,100.474,2010.0,Indonesia,Indonesia,Sumatra,2885.0,Subduction zone / Continental crust (>25 km),Complex Volcano
262000,Krakatau,20787,2.0,2011-01-01,2012.0,-6.102,105.423,2010.0,Indonesia,Indonesia,Krakatau,155.0,Subduction zone / Continental crust (>25 km),Caldera
266030,Soputan,20820,3.0,2011-01-01,2011.0,1.112,124.737,2010.0,Indonesia,Indonesia,Sulawesi,1785.0,Subduction zone / Continental crust (>25 km),Stratovolcano
266100,Lokon-Empung,20793,2.0,2011-01-01,2012.0,1.358,124.792,2010.0,Indonesia,Indonesia,Sulawesi,1580.0,Subduction zone / Continental crust (>25 km),Stratovolcano
222120,"Lengai, Ol Doinyo",20790,0.0,2011-01-01,2014.0,-2.764,35.914,2010.0,Tanzania,Africa and Red Sea,Africa (eastern),2962.0,Rift zone / Continental crust (>25 km),Stratovolcano
352090,Sangay,22234,2.0,2011-01-01,2012.0,-2.005,-78.341,2010.0,Ecuador,South America,Ecuador,5286.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357150,Puyehue-Cordon Caulle,20809,5.0,2011-01-01,2012.0,-40.59,-72.117,2010.0,Chile,South America,Central Chile and Argentina,2236.0,Subduction zone / Continental crust (>25 km),Stratovolcano
257030,Ambae,20752,1.0,2011-01-01,2011.0,-15.389,167.835,2010.0,Vanuatu,Melanesia and Australia,Vanuatu,1496.0,Subduction zone / Intermediate crust (15-25 km),Shield Volcano
373010,Grimsvotn,20767,4.0,2011-01-01,2011.0,64.416,-17.316,2010.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),1719.0,Rift zone / Oceanic crust (< 15 km),Caldera
282110,Asosan,20753,1.0,2011-01-01,2011.0,32.884,131.104,2010.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1592.0,Subduction zone / Continental crust (>25 km),Caldera
263300,Semeru,22219,2.0,2011-01-01,2012.0,-8.108,112.922,2010.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284170,Pagan,20803,2.0,2011-01-01,2011.0,18.13,145.8,2010.0,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",570.0,Subduction zone / Crustal thickness unknown,Stratovolcano
331021,Axial Seamount,20921,0.0,2011-01-01,2011.0,45.95,-130.0,2010.0,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),-1410.0,Rift zone / Oceanic crust (< 15 km),Submarine Volcano
300260,Klyuchevskoy,20783,1.0,2011-01-01,2011.0,56.056,160.642,2010.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
252140,Rabaul,20810,2.0,2011-01-01,2011.0,-4.271,152.203,2010.0,Papua New Guinea,Melanesia and Australia,New Britain,688.0,Subduction zone / Continental crust (>25 km),Other
344040,Telica,20823,2.0,2011-01-01,2011.0,12.606,-86.84,2010.0,Nicaragua,México and Central America,Nicaragua,1036.0,Subduction zone / Continental crust (>25 km),Stratovolcano
266100,Lokon-Empung,20792,1.0,2011-01-01,2011.0,1.358,124.792,2010.0,Indonesia,Indonesia,Sulawesi,1580.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357040,Planchon-Peteroa,20808,3.0,2011-01-01,2011.0,-35.223,-70.568,2010.0,Chile,South America,Central Chile and Argentina,3977.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282090,Kirishimayama,20782,2.0,2011-01-01,2011.0,31.934,130.862,2010.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
345070,Turrialba,20829,1.0,2011-01-01,2011.0,10.025,-83.767,2010.0,Costa Rica,México and Central America,Costa Rica,3340.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263310,Tengger Caldera,16064,3.0,2010-01-01,2012.0,-7.942,112.95,2010.0,Indonesia,Indonesia,Java,2329.0,Subduction zone / Continental crust (>25 km),Stratovolcano
273010,Bulusan,16772,2.0,2010-01-01,2011.0,12.769,124.056,2010.0,Philippines,Philippines and SE Asia,Luzon,1535.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263250,Merapi,15925,4.0,2010-01-01,2012.0,-7.54,110.446,2010.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
262000,Krakatau,15634,2.0,2010-01-01,2011.0,-6.102,105.423,2010.0,Indonesia,Indonesia,Krakatau,155.0,Subduction zone / Continental crust (>25 km),Caldera
233020,"Fournaise, Piton de la",14392,1.0,2010-01-01,2010.0,-21.244,55.708,2010.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
290240,Sarychev Peak,18820,2.0,2010-01-01,2010.0,48.092,153.2,2010.0,Russia,Kuril Islands,Kuril Islands,1496.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
357040,Planchon-Peteroa,11947,2.0,2010-01-01,2010.0,-35.223,-70.568,2010.0,Chile,South America,Central Chile and Argentina,3977.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261080,Sinabung,15404,2.0,2010-01-01,2010.0,3.17,98.392,2010.0,Indonesia,Indonesia,Sumatra,2460.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13854,1.0,2010-01-01,2013.0,37.748,14.999,2010.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
351080,Galeras,11381,2.0,2010-01-01,2010.0,1.22,-77.37,2010.0,Colombia,South America,Colombia,4276.0,Subduction zone / Continental crust (>25 km),Complex Volcano
251020,Manam,14935,2.0,2010-01-01,2013.0,-4.08,145.037,2010.0,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,1807.0,Subduction zone / Continental crust (>25 km),Stratovolcano
345070,Turrialba,11248,2.0,2010-01-01,2010.0,10.025,-83.767,2010.0,Costa Rica,México and Central America,Costa Rica,3340.0,Subduction zone / Continental crust (>25 km),Stratovolcano
252140,Rabaul,15101,1.0,2010-01-01,2010.0,-4.271,152.203,2010.0,Papua New Guinea,Melanesia and Australia,New Britain,688.0,Subduction zone / Continental crust (>25 km),Other
290380,Ebeko,18879,1.0,2010-01-01,2010.0,50.686,156.014,2010.0,Russia,Kuril Islands,Kuril Islands,1103.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284120,Ioto,18423,1.0,2010-01-01,2010.0,24.751,141.289,2010.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",169.0,Subduction zone / Crustal thickness unknown,Caldera
344020,San Cristobal,10897,2.0,2010-01-01,2011.0,12.702,-87.004,2010.0,Nicaragua,México and Central America,Nicaragua,1745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300070,Gorely,19026,1.0,2010-01-01,2010.0,52.559,158.03,2010.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,1799.0,Subduction zone / Continental crust (>25 km),Caldera
300250,Bezymianny,19388,3.0,2010-01-01,2020.0,55.972,160.595,2010.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2882.0,Subduction zone / Continental crust (>25 km),Stratovolcano
